,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,mfcc39,mfcc40,mfcc41,mfcc42,mfcc43,mfcc44,mfcc45,mfcc46,mfcc47,mfcc48,mfcc49,fname,label
134,-437.25583,192.57346,50.83547,-17.700422,8.55178,40.789413,23.74674,-5.3281703,-1.6453837,17.300291,15.253504,-1.5342565,-4.7885447,5.557519,8.451729,1.167879,-1.0371163,4.627806,6.055357,0.3083634,-2.6279283,0.6787142,2.5548556,-0.13429235,-1.3468655,1.5004517,3.188332,1.0876608,-0.8406662,-0.38360012,-0.20494579,-1.0966946,-0.36989558,1.714602,1.5270928,-0.8390561,-1.2786756,0.68612343,1.1347376,-0.5287364,-0.38980496,2.1534755,2.7166808,-0.010164897,-1.6102914,0.16108999,1.5633216,0.025282392,-1.2290521,0.5759263,set_b/extrastole__153_1306848820671_C.wav,extrastole
135,-384.2228,176.94084,68.69827,3.6360576,6.3326874,24.71751,18.411615,3.0582216,4.7346616,14.999857,12.432724,0.4855037,-2.1773958,5.7187476,9.07012,3.270381,-0.82676786,2.495914,5.760612,3.1725948,-0.2822854,0.9470536,3.9475415,3.719699,1.3144062,0.5048758,1.2567149,1.0760695,-0.2514799,-0.96061075,-0.46382448,0.3745759,0.8256339,0.5985456,-0.22136688,-0.7542534,-0.25361878,0.36351,-0.23639745,-1.1815846,-0.5119931,1.1449043,1.0720185,-0.9880258,-2.1454542,-1.154551,-0.38416085,-1.4010749,-2.07059,-0.49726903,set_b/extrastole__154_1306935608852_D2.wav,extrastole
136,-390.90997,158.81267,59.93195,5.009193,13.853123,32.771328,23.120392,4.1575613,4.954852,16.902367,15.710735,2.698444,-2.5410497,3.6870031,7.1948113,2.3611953,-1.0731858,2.4813597,5.783809,2.9948351,-0.92633355,-0.22686441,2.2907665,1.6948874,-0.53675586,-0.26742977,1.847538,2.1247578,0.13674867,-1.2921073,-0.728926,0.6315031,1.4141234,1.3323654,0.6739009,0.020060694,-0.16433434,-0.30136827,-1.0002639,-1.449213,-0.31288522,1.5485907,1.6339625,-0.31665647,-1.6289196,-0.91774595,-0.15809907,-0.92606187,-1.4727409,0.039040122,set_b/extrastole__163_1307104470471_C.wav,extrastole
137,-322.44904,159.10909,63.661423,8.594282,14.192466,31.612804,23.587395,5.86291,5.00679,14.859981,14.388794,3.822906,-0.82821953,3.6172936,6.0217304,2.39231,0.37223634,3.3531313,5.155604,2.2558062,-0.51186055,0.5706496,2.1956456,1.0852599,-0.39642265,0.5350971,1.979107,1.2508497,-0.46254164,-0.8141811,-0.27505422,-0.33616343,-0.5161777,0.07285321,0.4884886,-0.23215804,-1.0096235,-0.67757976,-0.15249841,-0.5644341,-1.0091602,-0.3319791,0.47452605,-0.043512914,-1.0705105,-0.86693686,0.18566413,0.32289442,-0.48815054,-0.61803526,set_b/extrastole__179_1307990076841_C.wav,extrastole
138,-400.8639,178.29579,57.779484,-3.8303988,11.354374,31.109896,13.557141,-8.043823,0.5966189,19.784977,17.55994,1.372239,-3.0024612,4.5635858,6.4018693,0.940992,0.6107743,5.9797006,6.281099,0.72938174,-1.0643603,2.4191759,3.0800326,-0.71995443,-1.7548051,1.9679577,3.8970995,1.1119076,-1.454523,-0.7414188,0.2358912,-0.29086122,0.021781577,1.4812427,1.1890945,-0.5470846,-0.04933124,2.2813237,1.8396864,-1.4990879,-2.31272,0.77737904,2.264565,-0.6307709,-3.0642724,-1.1316062,1.5918255,0.794255,-1.294902,-0.7076786,set_b/extrastole__184_1308073010307_A.wav,extrastole
139,-387.57193,168.51846,41.381325,-16.670374,10.92374,40.1105,24.028755,0.95242035,8.391877,24.44205,17.966684,1.7362821,1.9072814,11.650751,9.445354,-1.0555649,-1.5136995,6.7642007,7.87243,0.73214304,-1.9184577,2.0460253,3.006511,-0.46675694,-0.2627136,4.0909977,4.3070993,-0.610348,-2.4957583,1.0207503,3.291689,1.5534384,0.60882807,2.0758271,1.5473483,-1.4902847,-1.713063,1.6098309,2.3651454,-1.3397418,-3.4201798,-0.55159587,2.273538,0.92869925,-1.3111575,-0.91041064,-0.30643627,-2.029808,-3.1210191,-0.7403949,set_b/extrastole__190_1308076920011_C.wav,extrastole
140,-421.3735,221.24294,57.907547,-20.20593,7.4692492,37.159203,13.314187,-14.730745,-2.161226,20.684181,14.030323,-5.6694264,-5.5288935,6.662952,5.5668273,-4.6425123,-4.0755568,4.5454392,4.8654237,-1.4261423,-1.139131,3.7524457,1.8934447,-3.892481,-2.2411804,4.397203,4.4304113,-1.1731297,-1.708992,2.8897605,3.292918,-0.6408703,-0.45376834,3.6329484,3.1723905,-1.5963961,-1.7334721,3.282374,4.250278,-0.64007187,-2.626842,1.2504961,3.1429145,-0.585725,-2.986476,0.0060783676,2.2721374,-0.5556901,-3.1272378,-0.79223955,set_b/extrastole__191_1308077299430_A.wav,extrastole
141,-344.97244,167.95697,65.78698,5.9691358,8.352635,21.311766,11.160302,-1.2245456,6.899397,19.613482,13.96651,-1.323019,-4.195906,4.212993,6.3310647,-0.65887064,-3.767949,1.2128282,4.6564064,1.7515777,-0.8610006,1.0671242,2.755243,0.85578936,-0.5999089,1.3268512,2.9818048,1.2248658,-1.1007391,-0.78143954,0.5273126,0.37968722,-0.07505266,0.71291715,1.2841511,0.21491817,-0.96423835,-0.77712405,-0.49292734,-1.1938804,-1.3379507,0.0895366,1.0457332,-0.13292567,-1.5831479,-1.1438478,-0.113742,-0.6176126,-1.5752919,-0.80802053,set_b/extrastole__194_1308139824187_B.wav,extrastole
142,-380.21982,177.13673,46.61608,-13.546899,12.9596,41.490154,24.412136,-0.66530687,4.203681,18.859184,13.197405,-1.5732695,-1.6293329,6.94631,5.7383556,-1.4362447,-0.36383486,5.2870584,3.3828502,-2.3496459,-0.5179431,5.5224156,4.3848677,-1.8413613,-2.1383286,3.033233,3.7742307,-0.75169677,-2.320909,0.42668152,1.16156,-0.74939394,-0.012559407,2.6538005,1.52554,-2.0238879,-1.1792997,2.9916248,2.6166446,-2.2981033,-3.1258924,1.9646804,4.51573,0.61454344,-2.814849,-0.78933966,1.7482954,0.06282009,-2.104879,-0.5331255,set_b/extrastole__198_1308141739338_B.wav,extrastole
143,-378.16998,170.57883,47.243515,-10.161501,14.398802,40.968098,23.929672,-1.1864849,2.5907123,17.08428,12.950568,-0.77283776,-1.5461707,6.15674,5.301568,-1.4231154,-0.9034625,4.399413,3.5004368,-1.1977195,0.04375843,4.7235165,3.3634105,-2.0455806,-2.0215564,2.7145824,3.276925,-0.9540946,-2.409855,0.31886733,1.4530331,-0.060013168,0.23769797,2.155137,1.2355323,-1.4145066,-0.5096972,2.7041073,1.8730111,-2.3738775,-2.627204,2.144037,4.379266,0.8511893,-2.4259002,-1.1959716,0.6539741,-0.42139533,-1.3938708,0.50445247,set_b/extrastole__198_1308141739338_B1.wav,extrastole
144,-396.62668,199.78873,55.421757,-15.692757,5.947165,34.19681,18.679638,-3.6503162,4.5608735,21.24709,14.872116,-1.8682791,-2.3271987,7.436458,6.229103,-3.0375333,-3.3693702,3.8431816,4.5678267,-0.84641474,-1.0093812,3.8084095,3.8360245,-0.55410063,-0.461074,3.8006155,3.730421,-0.8482738,-1.9650563,1.223763,1.8193612,-0.94392544,-0.8675522,2.3212624,2.2055097,-1.655058,-2.5593898,0.6995144,1.7575891,-1.0111935,-1.4958256,2.2253094,3.8655193,0.42958164,-2.3891425,-0.6374538,1.3472608,-0.26422435,-1.8846688,0.08826921,set_b/extrastole__202_1308145175747_C1.wav,extrastole
145,-398.55768,191.92873,53.093906,-15.665944,5.1948504,33.34614,19.471857,-2.1214364,5.305721,21.661253,15.974575,-0.858085,-3.0321095,5.246136,4.4072385,-3.5642715,-3.1249921,4.533498,5.954593,0.68459624,-0.7283727,2.444573,2.0540102,-1.4855769,-0.44356295,4.3205633,4.5302715,-0.17099878,-2.161144,0.06242796,0.77702916,-0.80643326,0.16819042,3.1028914,2.16945,-2.057114,-2.6861417,0.9270607,1.9700562,-1.0565757,-1.59429,2.4798563,4.4936695,0.8896789,-2.5569322,-1.1794572,1.0125993,-0.3201892,-2.001153,-0.01766523,set_b/extrastole__202_1308145175747_C2.wav,extrastole
146,-399.45676,202.6728,49.62045,-22.859955,4.7073455,36.09576,17.313486,-8.736949,-0.42530137,17.630396,11.571083,-4.158444,-2.118928,9.056922,6.9065647,-3.4392776,-3.3382974,4.5788655,5.1175,-0.703937,-1.3017862,2.086154,0.35612017,-3.7008755,-1.0302342,5.041267,4.3304524,-1.4324275,-2.3631358,1.5670285,2.2460885,-0.5428211,-0.061740294,3.12077,2.3011167,-1.7255454,-1.8441955,1.7627368,2.1608455,-0.9254249,-0.9292185,2.4772406,2.6141703,-1.1940024,-2.0371435,1.5339258,2.6473496,-1.1218646,-3.2843745,-0.263139,set_b/extrastole__207_1308159792607_B.wav,extrastole
147,-400.00568,200.69983,48.356583,-24.66488,3.6221592,37.070763,19.687244,-7.2090163,-0.79953724,16.292677,10.377701,-5.130178,-2.821999,9.294568,8.216246,-2.182834,-3.1664586,3.93945,4.455774,-1.1375511,-1.4068552,2.6552863,1.4211744,-3.0735185,-1.2475953,4.68396,4.2868295,-1.7930019,-3.3693104,0.90331644,2.6855621,0.037383385,-0.58320713,2.053952,2.1400604,-0.9972134,-1.5335085,1.2589808,1.7445436,-0.8059565,-0.86615086,2.1828701,2.4616292,-1.0360618,-2.102002,1.1510236,2.6325593,-0.5444321,-2.864986,-0.49520278,set_b/extrastole__207_1308159792607_B1.wav,extrastole
148,-356.21332,150.20479,59.91831,9.722864,16.765364,32.330013,22.350775,4.687414,4.7939873,14.439201,12.767116,1.792224,-1.9172076,3.4775271,5.861453,1.953765,0.41546443,4.4757957,7.002038,3.8282237,-0.096454635,-0.18008104,1.3569307,1.3473631,0.86322725,1.5458242,2.1459246,1.4548805,0.6931135,0.88325894,1.101673,0.75212395,0.64915305,0.86270887,0.3422991,-0.62823397,-0.52791584,0.35405806,0.064356826,-1.306008,-1.4209496,0.05103374,0.50734484,-1.1104767,-2.4318511,-1.8520708,-1.1471318,-1.8044806,-2.0414128,-0.22687681,set_b/extrastole__209_1308162216750_D.wav,extrastole
149,-369.60608,169.2052,48.89073,-9.892864,11.003754,36.559345,21.570953,-1.8928941,2.2814486,17.85971,15.431346,2.015513,0.38951728,8.05256,7.458558,-0.73180264,-2.1857662,3.8332777,5.57812,1.2173729,-0.33716938,2.3937595,2.2491107,-1.224304,-0.8836841,3.6913273,4.7815104,0.3869483,-2.5908952,-0.6362358,1.5771928,0.70963925,-0.3762473,0.3259646,0.37950134,-1.079737,-1.133772,0.70795125,0.90455014,-1.2404785,-1.6588751,1.0833918,2.784195,0.82778114,-1.506497,-1.1150608,0.018509122,-0.5400779,-1.0771523,0.40769547,set_b/extrastole__210_1308162935880_C.wav,extrastole
150,-373.63828,152.22278,68.006424,12.529765,10.501797,27.169865,26.0137,11.278136,6.43095,13.966049,16.281906,6.4205832,-2.9597719,-1.655176,3.7471707,3.4048471,-0.17553675,0.9837881,5.619293,5.7306924,0.43429452,-2.6172493,0.2878936,3.638272,2.299881,-0.70219076,-0.26027387,2.2039022,1.7646469,-1.3696005,-2.2290835,0.6944036,3.160032,2.05161,-0.19563797,-0.25140077,0.784184,-0.022166962,-1.9521667,-1.645939,1.2298148,3.0842593,1.6908321,-0.7745229,-1.3748689,-0.59200394,-0.7294519,-1.7709838,-1.5108854,0.5887422,set_b/extrastole__213_1308245263936_D.wav,extrastole
151,-404.77362,159.38686,62.21955,4.1956425,6.9007583,24.029587,18.695389,4.4872494,6.176625,17.312557,16.80658,5.122308,-0.48488683,4.120355,6.939275,2.8116524,0.30080226,4.446064,8.020866,4.634679,-0.84835976,-1.0779829,2.5474076,3.836914,1.8281423,0.5593105,1.5272803,2.0198245,0.3338881,-1.6009831,-1.3760027,0.68229747,2.292026,2.0353372,0.70712495,-4.8273064e-06,0.18137561,-0.1447047,-1.4712093,-1.8964148,0.12570861,2.6501546,2.4504142,-0.106056236,-1.4859595,-0.4976082,0.14353895,-1.1161913,-1.7425435,0.37896106,set_b/extrastole__215_1308245664733_B.wav,extrastole
152,-412.2193,159.15575,62.348473,4.8246655,8.736973,26.397085,20.31233,5.1153526,6.4888105,17.53165,16.556856,4.2878804,-1.4144677,3.589833,6.7343736,2.6091456,0.16771676,4.7433653,8.806925,5.4954395,-0.4406414,-1.4386896,1.465237,2.567532,1.2019615,0.9932063,2.5435212,2.7495353,0.4506697,-1.7171952,-1.358384,0.7116541,2.1179035,1.8113544,0.68816304,0.06935798,0.019386195,-0.5130671,-1.6281699,-1.5649432,0.7200206,2.9949734,2.1907613,-0.9193497,-2.4302034,-1.0599002,0.14394765,-0.89588886,-1.795004,-0.00024034323,set_b/extrastole__215_1308245664733_B1.wav,extrastole
153,-465.21295,200.11234,60.814713,-10.893945,8.15648,35.256054,18.63484,-7.1540027,-1.7760279,16.558859,13.951805,-2.1499727,-4.7496357,4.8411684,6.1717916,-1.6706158,-2.48158,5.5080504,8.023918,1.0783749,-3.8972425,-1.1052204,2.08873,0.48456872,-1.2986712,0.46762604,2.226632,0.85290325,-1.2769955,-1.6723148,-1.1587111,-0.3417439,1.3131311,2.3175213,0.7288045,-1.4156448,-0.8584901,0.76563144,-0.23350385,-2.1148798,-0.28125724,3.6809506,3.6160486,-0.5842741,-2.4313118,0.07005907,1.4114699,-1.0566157,-2.30184,1.0094619,set_b/extrastole__216_1308245839516_A.wav,extrastole
154,-418.855,181.60867,65.87588,0.74496716,8.021756,25.154097,10.63055,-10.010988,-4.848987,12.166775,12.572465,0.28311518,-2.3849437,5.8942847,8.580187,2.4332964,-0.018076828,5.0353994,7.2809563,1.7860283,-3.3545887,-1.8520719,1.6879877,1.6217875,-0.07551391,0.39747715,1.8095139,1.3274065,-0.37548655,-1.0379995,-0.29718298,1.0331527,2.316585,2.5333204,1.060559,-0.5935372,-0.59411544,0.034013495,-0.7208359,-1.6023097,0.11566235,3.0982687,3.1317623,0.062083244,-1.6382164,-0.20613171,0.848038,-0.64502364,-1.6449239,0.38044262,set_b/extrastole__216_1308245839516_B.wav,extrastole
155,-360.55615,168.7128,56.24755,-3.9540422,8.55212,30.209513,19.273087,0.5220341,4.606958,18.118164,15.428118,2.218438,-0.73853976,5.9317164,6.773843,0.6839109,-0.6551283,4.1021953,5.3457246,1.354838,-0.040995095,2.7462325,2.9671075,-0.6589034,-1.5096964,2.2082188,4.047019,0.9390812,-1.9317001,-0.78581965,1.0351493,0.3219187,-0.68029374,0.19004531,0.7158704,-0.7550254,-1.7040894,-0.37636715,0.6760526,-0.49937353,-1.4114662,0.14399122,1.6894072,0.37586176,-1.8556814,-1.6096666,0.28026077,0.65354854,-0.47226357,-0.52300143,set_b/extrastole__220_1308250132896_B.wav,extrastole
156,-417.64896,203.97754,38.39875,-34.42108,3.5650487,40.445164,17.965929,-11.420003,-0.7396483,19.310368,10.6223755,-6.960828,-1.4294463,13.880779,10.759885,-3.1622815,-3.9787025,4.808046,4.5251,-2.3692567,-1.038804,5.216595,2.8549163,-4.244584,-2.127231,6.1984353,6.1224203,-1.8732989,-4.175094,1.0409796,2.7087002,-1.3280298,-1.9966776,2.0173504,2.1486037,-2.384701,-2.6180134,2.6129417,3.884732,-1.2570493,-3.7140515,0.38358563,3.1103222,-0.12212332,-2.6196392,0.38324556,3.0496497,0.41348028,-2.4320347,-0.15727672,set_b/extrastole__224_1308337157445_B.wav,extrastole
157,-400.41998,195.6512,45.12236,-25.209126,5.3097434,40.379845,23.934748,-3.130701,1.8705387,16.977882,9.447066,-6.643273,-3.8074172,9.29265,8.780287,-1.7665035,-3.2285984,3.4806948,3.7451584,-1.9473494,-1.9193438,2.9117963,2.4044452,-2.0248907,-0.66789937,4.9706087,4.722819,-1.2350446,-3.00359,1.2161932,3.5084698,1.5233326,0.9434874,2.7990685,1.7751944,-2.0815387,-2.3506215,1.7091817,3.3815417,0.49164662,-1.3140856,0.6359982,1.8434061,-0.13822956,-1.4262443,0.1637597,1.0545233,-0.8012533,-1.9593765,-0.20300823,set_b/extrastole__229_1308594979317_B.wav,extrastole
158,-328.85388,179.61592,71.05634,2.3467512,2.0198717,22.982664,22.24047,8.069508,5.1504393,11.471016,10.110182,1.0492091,-2.1871107,2.6959946,5.297324,1.9211737,0.046150327,3.4734461,6.1981115,3.5406444,-0.5840715,-1.1065444,0.72111905,1.160268,0.21354274,0.17961246,1.1492728,1.2758704,-0.04271823,-1.5410485,-1.9049215,-1.0239313,0.06994301,0.17149527,-0.6594277,-0.99545103,-0.17830412,0.3934452,-0.4925761,-1.5037562,-0.7433324,0.8829181,0.92513204,-0.51630086,-0.9469181,0.2329485,0.76561517,-0.40544462,-1.2225461,-0.13294728,set_b/extrastole__235_1308749032454_B.wav,extrastole
159,-385.1326,161.28491,64.844955,7.3775845,11.537709,30.151688,24.797035,8.493403,7.0381503,15.725858,14.4387865,2.9520667,-2.5548303,2.179395,5.7514825,2.425015,-0.47532028,2.201655,4.9545994,2.5309076,-1.2298411,-0.8606867,1.856481,2.1454186,0.34242973,0.19289319,1.9801923,2.4076889,0.2205765,-2.0625052,-2.0869474,-0.55738306,0.3791612,-0.05085611,-0.8212414,-0.8265972,-0.39266345,-0.7357182,-1.896404,-2.1674855,-0.5684154,1.0972816,0.5052506,-1.4891763,-1.8740011,-0.15737274,0.851484,-0.32799083,-1.4365842,-0.36582735,set_b/extrastole__237_1308750231222_A.wav,extrastole
160,-381.21866,182.92668,61.558525,-5.988716,5.244114,30.971666,23.428295,2.908474,2.868348,15.347772,14.895898,2.7540288,-1.9609977,3.2291734,5.000771,0.41350517,-0.7780989,3.7517543,5.466709,1.3290033,-1.546146,0.81057113,3.3846126,2.0980396,-0.058852084,0.23076382,1.2225392,0.5781593,-0.54000545,-0.5421358,-0.13775842,-0.04420644,0.3641516,0.8900281,0.40805373,-0.46726578,-0.03901598,0.9778267,0.30285484,-1.4769791,-1.4119837,0.53162587,1.0915692,-0.60622305,-1.5051045,-0.14160594,0.80833197,-0.43078238,-1.430754,-0.035536993,set_b/extrastole__237_1308750231222_C.wav,extrastole
161,-447.74503,177.87288,46.494,-19.110863,3.4268692,34.785614,23.04465,-1.3010377,1.472121,17.39353,15.191451,0.26016706,-2.6787424,6.115287,7.719357,0.2365688,-1.4585782,5.3130484,7.745816,1.3438342,-3.8208547,-1.7146852,1.45965,0.4019825,-1.2959445,0.043357972,1.7668239,1.0340399,-0.3632297,-0.38134608,0.041187532,0.18532592,0.88068825,1.5152217,0.4688476,-1.139385,-0.841675,0.371542,-0.27358267,-1.5324715,0.11348867,3.3491187,3.1997209,-0.4123526,-2.1158583,-0.18919897,0.80945164,-1.3812091,-2.5266633,0.32439682,set_b/extrastole__249_1309202052376_C.wav,extrastole
162,-432.71005,194.0833,49.863876,-16.71981,10.826721,39.809006,19.03046,-8.301658,-0.03934473,19.898514,16.112637,0.5700362,0.6801863,9.781372,6.3749366,-4.5177016,-3.66257,6.5416155,8.728148,1.5155846,-2.153454,0.3481123,0.88880724,-0.8389814,1.688339,6.087015,4.117651,-2.1574771,-3.196879,1.1890703,2.5904932,-0.22558706,-0.56566685,2.2743948,2.1716845,-0.96205693,-0.730828,2.8011742,2.5138378,-2.069658,-2.948935,2.0579946,5.0467024,1.591392,-2.3866017,-1.6941193,0.21949112,-0.47614086,-0.883153,1.6787317,set_b/extrastole__253_1309350256198_B.wav,extrastole
163,-421.74088,197.92274,31.11651,-40.941288,1.395813,43.497673,22.81255,-9.264459,-2.9538538,14.8917675,7.411426,-8.047724,-2.493684,11.220167,8.114531,-3.1358469,-1.4479908,7.2197714,5.3535285,-2.3292906,-1.1393019,4.2796845,0.9638891,-5.6212363,-2.1015098,6.428533,5.3049836,-2.9818056,-4.2831173,1.6593571,3.2576833,-0.40864357,-0.21440193,3.4802384,2.0580864,-2.9239807,-1.8073066,3.9762359,3.529562,-2.9582334,-3.8169518,2.7955306,5.423228,0.030226571,-3.392922,0.4104217,3.1842618,-0.49334857,-3.2883954,0.59151286,set_b/extrastole__261_1309353556003_C.wav,extrastole
164,-496.5914,221.92441,49.9574,-29.412827,5.453538,42.875183,20.192883,-12.231773,-3.716262,18.383291,12.595403,-6.5791464,-6.019561,6.825992,5.6890526,-5.2997627,-4.3062196,6.5539937,7.7305584,-2.0471606,-6.8372135,-2.5898976,0.24613601,-1.539247,-1.1563388,1.9738959,1.4827867,-2.1882875,-2.5585191,0.13107668,0.14727353,-1.925575,-0.7991157,2.396676,2.1379852,-0.64398986,-0.70139414,1.0311012,-0.10694065,-2.0832777,0.6113263,5.345259,4.444772,-1.2133489,-3.1989954,0.15099575,1.8497987,-0.56851083,-1.3548894,1.868148,set_b/extrastole__265_1309367698923_C.wav,extrastole
165,-417.10147,172.40771,56.637707,-6.4738426,5.9129534,29.17214,17.614685,-4.8631864,-3.1798992,12.72334,14.410542,2.9872727,-0.21011415,7.7101417,10.826471,4.402708,0.28280997,3.9888844,6.809589,2.9955282,-1.2026529,0.006592425,2.7764528,2.0933585,0.17239635,0.96671736,2.9524808,2.4889097,-0.10892806,-1.9746957,-2.0353847,-0.97202337,0.63236666,1.9544762,1.8995774,0.79944295,0.15114847,0.14753602,-0.12762293,-0.063213505,1.6936233,3.6910195,2.7865329,-0.5170195,-2.0186107,-0.3434446,0.88257796,-0.6275488,-1.8387405,0.13459107,set_b/extrastole__274_1311075637574_A.wav,extrastole
166,-431.6064,171.7341,56.89792,-6.4275966,3.7944949,24.714659,13.7607355,-4.7694964,0.5562555,16.202541,14.381118,-0.3944776,-5.1002703,2.2135606,4.9598117,-0.7014529,-2.5280128,3.5930872,7.464095,3.493089,-1.090498,-0.09004128,2.6767008,2.3603652,0.94603705,1.6211435,2.7380898,1.6946744,-0.38969198,-1.2459908,-0.8467348,0.018910738,1.2458868,2.0498292,1.2101429,-0.46651495,-0.9436391,-0.42620024,-0.6770856,-1.0766214,0.5162475,2.9526026,2.57189,-0.5522837,-2.0781662,-0.39272413,0.90375376,-0.45445326,-1.4224942,0.6878029,set_b/extrastole__275_1310990852160_B.wav,extrastole
167,-378.48788,220.92726,70.11613,-11.080344,3.9011652,29.769083,11.851272,-15.268898,-10.298789,8.602165,7.3955617,-6.572349,-7.2060337,3.144133,4.3757343,-3.36142,-3.9806974,3.5892737,5.9424744,0.69521075,-1.4819165,2.3796408,4.076709,0.8623725,-0.73330534,1.6598102,2.6224878,0.018826885,-1.6924021,-0.56679994,0.08425032,-0.8490786,-0.61339325,0.84431756,0.4589338,-1.3497139,-1.0615075,0.78808576,0.23540188,-2.2068417,-1.9246169,1.0374297,1.4654197,-1.613879,-2.9068124,-0.2402496,1.7019137,-0.064860076,-1.7557074,-0.10990252,set_b/extrastole__286_1311170606028_D.wav,extrastole
168,-337.49326,164.5335,69.625595,10.25042,9.12185,23.983572,19.90079,7.7425923,8.518268,15.958111,12.845165,1.9884964,-1.2342038,4.322823,6.234647,0.8202092,-2.6327858,0.72438425,4.2150364,2.291569,-1.2008649,-1.3408937,-0.012689837,-0.80140543,-2.3130932,-1.4521725,0.8389423,1.5134989,0.381243,-0.43934816,-0.17217329,0.36343676,0.80140287,1.267768,1.3790818,0.87475157,0.346109,0.22645082,0.14799035,0.07678483,0.6305468,1.4897218,1.2528046,-0.13811378,-0.7673437,0.19576335,0.8678082,-0.22973505,-1.4566829,-0.7157312,set_b/extrastole__294_1311681084248_C.wav,extrastole
169,-389.51306,151.2534,36.237873,-15.963832,10.411485,38.76155,24.558754,1.8689709,7.156132,22.310387,16.698435,-0.8495033,-4.084021,5.9506226,9.564195,3.9099104,1.7214539,5.1173286,5.040011,1.0322036,0.93651676,4.0879664,2.5327077,-2.7451878,-2.6278932,3.5698888,6.542175,2.710165,-1.1371802,-0.44044104,1.1758175,0.70569444,0.5209761,1.728857,1.4670837,-0.58593273,-0.76564157,1.241891,1.1298176,-1.6777555,-2.0093281,1.8090973,4.107928,1.0657136,-2.9839401,-2.892199,-0.47908655,-0.06321969,-1.1059444,-0.55548173,set_b/extrastole__298_1311685888900_C.wav,extrastole
170,-420.93777,173.1883,58.339325,-5.0522256,3.7738876,23.486473,13.465804,-2.0778172,6.029838,21.867329,17.603651,0.2982432,-4.561887,4.8309407,9.570782,3.9439454,0.24278893,3.8680239,5.96553,1.7324282,-1.6675737,0.91073304,4.278642,3.2051778,0.64439505,0.87769586,2.2776155,1.6269202,-0.133153,-0.6015199,-0.05801156,0.26852226,0.6385765,1.2000917,0.9908664,0.17763732,0.30649996,1.2428377,1.0523168,-0.24083328,-0.32454902,1.0332756,1.1692265,-0.62371266,-1.4793328,-0.005157689,1.0769817,-0.21542537,-1.4339527,0.02838882,set_b/murmur__112_1306243000964_A.wav,murmur
171,-337.5687,158.08153,69.40591,12.183664,9.128984,22.000084,17.012093,3.1900957,2.1377847,10.642874,11.296853,2.6936016,-1.581866,3.032449,7.010227,4.4088006,0.9323152,2.0018187,4.107931,2.53796,-0.3550598,0.033804953,2.718418,3.3941827,1.4948076,0.20538145,0.8870348,1.5396897,0.6178201,-0.7034585,-0.7009308,0.40169466,1.0406866,0.5021455,-0.33075526,-0.3102816,0.40459868,0.60305226,-0.12506594,-0.6201845,0.08776535,1.0791945,0.8610158,-0.18868184,-0.37906575,0.45017314,0.61748046,-0.4716357,-1.1305007,-0.15155475,set_b/murmur__112_1306243000964_B.wav,murmur
172,-373.80682,151.33633,62.682438,6.3772807,4.9568176,19.609104,15.928526,2.9980536,2.8605955,12.050729,12.386731,2.7024212,-2.0470939,3.17618,7.4592905,3.782403,-0.84702885,0.91559625,4.995818,4.2406816,0.20331174,-0.729466,1.9488105,3.19532,1.2014793,-0.532113,0.3425002,1.6446728,0.8838672,-0.8734527,-1.2383761,-0.27868092,0.026716368,-0.949592,-1.6555835,-0.8026735,0.7024645,1.0253911,0.024772711,-0.5238684,0.41796148,1.4435825,0.73746693,-1.0227418,-1.5456302,-0.465649,0.13217285,-0.7612474,-1.3001633,0.07263841,set_b/murmur__112_1306243000964_D.wav,murmur
173,-387.42154,189.01625,65.76699,-0.93130034,10.697364,31.303764,15.198204,-9.306563,-5.6997156,12.422279,13.662115,0.647244,-2.8600104,5.6794195,9.088538,3.014514,-0.18054102,3.9523487,5.961438,1.5180103,-1.7173792,0.9668801,3.8679895,2.256067,-0.113250546,0.77157724,2.3904269,1.5217702,-0.095948376,0.040424038,0.7735648,0.48216248,0.22843738,0.9009387,1.110998,0.1981789,-0.22639559,0.48219627,0.7074772,0.003632407,0.18904589,1.5283302,1.6267226,-0.16752659,-1.1024503,0.23729427,1.3146639,0.16069523,-1.1148083,-0.20069885,set_b/murmur__116_1306258689913_A.wav,murmur
174,-451.25415,203.87271,48.385193,-22.482265,11.607191,46.665085,23.543066,-10.269908,-4.8415437,15.992765,11.839438,-6.301326,-6.9413013,5.403249,6.227234,-3.1854265,-3.7531173,4.12558,4.3225474,-3.7347848,-5.8741546,0.16162191,2.9865057,-0.362005,-1.3526605,2.215282,3.2081637,-0.06601958,-1.4134368,0.56927955,0.7517646,-1.3218967,-0.6630913,2.4438791,2.3292093,-1.0639901,-1.821129,0.8124784,1.3610413,-1.070668,-1.1879412,1.9660337,2.8554845,-0.16851842,-1.825355,0.19680049,1.3179921,-0.83864474,-1.9656938,0.5380201,set_b/murmur__116_1306258689913_C.wav,murmur
